donation_id,donor_id,donation_date,amount,fund,payment_method,recurring
D461544,U442,2023-09-24,84.26,Benevolence,Online,FALSE
D147000,U338,2023-09-24,53.04,Benevolence,Check,TRUE
D281392,U496,2023-09-24,92.8,Building,Online,TRUE
D693458,U971,2023-09-24,139.57,Missions,Online,FALSE
D391605,U915,2023-09-24,62.31,Building,Check,FALSE
D596566,U510,2023-09-24,176.62,General,Online,TRUE
D237558,U422,2023-09-24,108.76,General,Check,TRUE
D829490,U463,2023-09-24,83.58,Missions,Online,FALSE
D315222,U204,2023-09-24,61.23,General,Online,TRUE
D670471,U212,2023-09-24,200.33,General,Online,TRUE
D448416,U607,2023-09-24,62.36,General,Online,FALSE
D373989,U450,2023-09-24,139.33,General,Online,TRUE
D301049,U943,2023-09-24,95.13,Missions,Online,FALSE
D626777,U206,2023-09-24,119.79,Building,Online,FALSE
D608721,U670,2023-09-24,154.22,Missions,Online,FALSE
D151590,U473,2023-09-24,202.32,Building,Online,TRUE
D892910,U193,2023-09-24,144.87,Missions,Online,TRUE
D306277,U104,2023-09-24,60.86,General,Check,TRUE
D724501,U416,2023-09-24,107.17,General,Online,FALSE
D950600,U465,2023-09-24,103.31,General,Online,TRUE
D228504,U704,2023-09-24,47.66,General,Online,TRUE
D516856,U460,2023-09-24,240.87,Building,Online,TRUE
D770473,U738,2023-09-24,123.97,General,Online,FALSE
D228959,U961,2023-09-24,61.86,Missions,Online,TRUE
D554290,U650,2023-09-24,141.21,General,Online,TRUE
D758620,U800,2023-09-24,78.37,General,Cash,TRUE
D608999,U732,2023-09-24,73.95,General,Online,TRUE
D652844,U641,2023-09-24,127.55,General,Online,TRUE
D559085,U261,2023-09-24,61.95,General,Online,TRUE
D332525,U356,2023-09-24,120.91,Missions,Online,TRUE
D919850,U490,2023-09-24,88.73,General,Check,FALSE
D218870,U887,2023-09-24,89.26,General,Online,TRUE
D440486,U446,2023-09-24,36.49,General,Online,FALSE
D851006,U593,2023-09-24,108.96,General,Online,FALSE
D547515,U287,2023-09-24,72.62,General,Online,TRUE
D587703,U381,2023-09-24,109.02,General,Online,TRUE
D983044,U130,2023-09-24,80.52,Building,Check,TRUE
D203062,U137,2023-09-24,425.96,Building,Online,TRUE
D896661,U230,2023-09-24,115.09,General,Online,TRUE
D187210,U603,2023-09-24,53.11,General,Check,FALSE
D438406,U222,2023-09-24,70.05,Building,Cash,TRUE
D419381,U987,2023-09-24,70.66,Missions,Online,TRUE
D195276,U223,2023-09-24,60.44,General,Check,TRUE
D711657,U691,2023-09-24,30.75,General,Online,FALSE
D443017,U709,2023-09-24,120.9,Missions,Online,TRUE
D133536,U609,2023-09-24,74.65,General,Online,TRUE
D596722,U776,2023-09-24,87.54,Building,Check,TRUE
D766714,U725,2023-09-24,133.32,General,Online,TRUE
D837095,U446,2023-09-24,116.78,General,Online,FALSE
D213132,U846,2023-09-24,174.35,Building,Online,TRUE
D362414,U466,2023-09-24,157.63,General,Online,FALSE
D944664,U560,2023-09-24,225.68,General,Online,TRUE
D860869,U511,2023-09-24,139.54,General,Online,TRUE
D628558,U447,2023-09-24,119.15,General,Online,TRUE
D495096,U249,2023-09-24,162.72,General,Online,FALSE
D373605,U670,2023-09-24,110.07,Missions,Online,TRUE
D680622,U834,2023-09-24,232.96,General,Check,TRUE
D307966,U662,2023-10-01,218.44,General,Online,TRUE
D601722,U953,2023-10-01,179.63,General,Check,TRUE
D242561,U244,2023-10-01,208.46,General,Online,FALSE
D519580,U274,2023-10-01,35.16,Building,Online,TRUE
D232236,U461,2023-10-01,165.43,Missions,Online,FALSE
D285902,U405,2023-10-01,95.07,General,Online,TRUE
D861162,U525,2023-10-01,66.54,General,Online,TRUE
D217500,U507,2023-10-01,152.12,Missions,Cash,TRUE
D904468,U735,2023-10-01,86.68,Building,Online,TRUE
D630828,U704,2023-10-01,102.84,Building,Check,FALSE
D731989,U175,2023-10-01,137.71,Building,Online,FALSE
D262044,U400,2023-10-01,155.75,General,Online,TRUE
D596533,U800,2023-10-01,86.39,General,Cash,FALSE
D623581,U417,2023-10-01,140.33,General,Check,TRUE
D481298,U105,2023-10-01,71.13,General,Online,TRUE
D525332,U487,2023-10-01,182.23,General,Online,TRUE
D544086,U923,2023-10-01,204.07,General,Online,FALSE
D914168,U731,2023-10-01,85.87,General,Check,TRUE
D604327,U349,2023-10-01,202.26,General,Cash,TRUE
D828636,U535,2023-10-01,141.21,General,Online,TRUE
D236318,U548,2023-10-01,120.27,Missions,Cash,TRUE
D530034,U962,2023-10-01,32.53,General,Check,TRUE
D867481,U760,2023-10-01,174.36,General,Online,TRUE
D895728,U499,2023-10-01,84.34,Missions,Online,FALSE
D684217,U558,2023-10-01,118.21,Missions,Online,TRUE
D557063,U406,2023-10-01,266.84,Building,Online,FALSE
D151978,U523,2023-10-01,90.81,Missions,Online,TRUE
D451263,U644,2023-10-01,95.2,General,Check,TRUE
D410153,U310,2023-10-01,166.91,General,Online,TRUE
D663645,U790,2023-10-01,81.59,Missions,Check,TRUE
D343778,U723,2023-10-01,93.6,General,Online,TRUE
D594728,U338,2023-10-01,69.33,Missions,Check,FALSE
D613323,U949,2023-10-01,90.41,General,Check,TRUE
D566201,U828,2023-10-01,108.56,General,Online,TRUE
D695596,U528,2023-10-01,202.16,Building,Online,FALSE
D940263,U434,2023-10-01,66.21,Missions,Online,FALSE
D531110,U973,2023-10-01,124.34,General,Check,FALSE
D220600,U210,2023-10-01,21.21,General,Online,FALSE
D970890,U194,2023-10-01,152.88,Benevolence,Online,FALSE
D813424,U274,2023-10-01,131.55,General,Online,TRUE
D704013,U403,2023-10-01,207.46,General,Online,FALSE
D793919,U942,2023-10-01,93.8,General,Online,TRUE
D404829,U953,2023-10-01,93.88,General,Online,FALSE
D426334,U285,2023-10-01,81.93,Benevolence,Online,TRUE
D661237,U254,2023-10-01,107.19,Building,Check,TRUE
D866055,U713,2023-10-01,69.37,General,Cash,TRUE
D419224,U475,2023-10-01,610.51,General,Online,TRUE
D935594,U675,2023-10-01,148.04,General,Online,TRUE
D322639,U455,2023-10-01,418.04,Building,Online,FALSE
D359818,U637,2023-10-01,93.77,Building,Online,TRUE
D486929,U241,2023-10-01,114.97,Missions,Online,TRUE
D503367,U189,2023-10-01,45.87,Benevolence,Online,TRUE
D421739,U207,2023-10-01,117.25,Missions,Online,FALSE
D628361,U804,2023-10-01,65.27,General,Online,TRUE
D638301,U259,2023-10-01,176.9,Benevolence,Online,TRUE
D878442,U451,2023-10-08,50.61,General,Online,FALSE
D772352,U709,2023-10-08,72.22,General,Online,TRUE
D584113,U300,2023-10-08,160.44,General,Check,TRUE
D911416,U698,2023-10-08,228.54,General,Cash,FALSE
D267040,U944,2023-10-08,146.02,Missions,Check,TRUE
D394169,U606,2023-10-08,89.07,General,Online,TRUE
D212214,U204,2023-10-08,81.99,Missions,Check,TRUE
D965218,U581,2023-10-08,380.95,General,Online,FALSE
D555673,U845,2023-10-08,97.85,General,Online,TRUE
D693039,U720,2023-10-08,181.76,Missions,Check,TRUE
D140441,U248,2023-10-08,60.94,General,Cash,TRUE
D731243,U246,2023-10-08,65.63,Building,Online,FALSE
D405743,U517,2023-10-08,94.37,General,Online,TRUE
D140723,U232,2023-10-08,148.76,Building,Online,FALSE
D995393,U251,2023-10-08,201.59,Building,Check,TRUE
D562088,U161,2023-10-08,120.61,General,Check,FALSE
D196104,U630,2023-10-08,159.21,General,Online,FALSE
D995221,U344,2023-10-08,113.1,General,Online,FALSE
D467688,U963,2023-10-08,147.48,Building,Online,TRUE
D425075,U342,2023-10-08,50.59,Missions,Online,TRUE
D385851,U879,2023-10-08,124.1,Missions,Online,TRUE
D301058,U466,2023-10-08,106.01,General,Check,TRUE
D549062,U287,2023-10-08,107.46,General,Online,FALSE
D873147,U220,2023-10-08,82.64,Missions,Online,FALSE
D109609,U746,2023-10-08,338.42,General,Online,TRUE
D801890,U131,2023-10-08,72.5,General,Online,TRUE
D874915,U683,2023-10-08,101.41,General,Check,FALSE
D911807,U304,2023-10-08,72.61,General,Online,TRUE
D199750,U666,2023-10-08,101.76,Missions,Online,TRUE
D958598,U582,2023-10-08,159.32,General,Cash,FALSE
D960299,U106,2023-10-08,31.57,Benevolence,Check,FALSE
D518590,U668,2023-10-08,107.48,General,Online,TRUE
D707114,U860,2023-10-08,100.58,Missions,Check,TRUE
D651576,U975,2023-10-08,60.41,Building,Online,FALSE
D820897,U701,2023-10-08,108.83,General,Check,FALSE
D692860,U189,2023-10-08,140.91,General,Online,TRUE
D835119,U555,2023-10-08,139.99,General,Online,TRUE
D883026,U916,2023-10-08,88.71,General,Check,TRUE
D371067,U444,2023-10-08,480.92,General,Check,TRUE
D675361,U843,2023-10-08,98.53,General,Online,FALSE
D879272,U233,2023-10-08,45.93,General,Cash,FALSE
D448325,U206,2023-10-08,86.22,General,Check,FALSE
D749182,U374,2023-10-08,213.45,General,Online,TRUE
D155482,U144,2023-10-08,76.4,Missions,Online,TRUE
D680514,U893,2023-10-08,115.22,General,Online,TRUE
D300315,U710,2023-10-08,94.5,General,Online,FALSE
D503164,U379,2023-10-08,79.54,Missions,Online,TRUE
D937688,U629,2023-10-08,264.81,Building,Online,TRUE
D960120,U409,2023-10-08,39.46,Benevolence,Online,TRUE
D196807,U312,2023-10-08,118.51,Missions,Online,TRUE
D566289,U101,2023-10-08,108.3,Missions,Online,TRUE
D351760,U621,2023-10-08,283.62,General,Online,FALSE
D464121,U467,2023-10-08,115.81,General,Online,TRUE
D573908,U340,2023-10-08,223.23,General,Online,FALSE
D476990,U224,2023-10-08,138.29,General,Online,TRUE
D777671,U821,2023-10-08,72.66,General,Online,TRUE
D915120,U509,2023-10-08,150.73,Benevolence,Online,TRUE
D706723,U232,2023-10-08,61.85,General,Online,TRUE
D160103,U621,2023-10-08,58.86,General,Online,FALSE
D815949,U241,2023-10-08,248.59,General,Online,FALSE
D351033,U757,2023-10-08,136.23,General,Online,TRUE
D190963,U967,2023-10-15,109.23,General,Online,TRUE
D168891,U990,2023-10-15,68.67,General,Check,TRUE
D757393,U273,2023-10-15,195.95,General,Online,TRUE
D691468,U399,2023-10-15,192.04,General,Cash,TRUE
D381493,U205,2023-10-15,97.37,Missions,Online,TRUE
D316463,U180,2023-10-15,59.18,Building,Online,TRUE
D372454,U839,2023-10-15,104.92,General,Check,FALSE
D700917,U543,2023-10-15,90.86,General,Online,FALSE
D500262,U233,2023-10-15,174.23,Missions,Check,FALSE
D818065,U256,2023-10-15,179.19,Missions,Online,TRUE
D594938,U998,2023-10-15,134.94,Missions,Online,FALSE
D493024,U524,2023-10-15,95.94,Missions,Online,TRUE
D289780,U245,2023-10-15,173.39,General,Online,TRUE
D109445,U579,2023-10-15,105.73,Missions,Online,FALSE
D634082,U438,2023-10-15,247.7,Building,Online,TRUE
D766562,U690,2023-10-15,49.12,General,Check,TRUE
D359461,U895,2023-10-15,75.23,Building,Online,TRUE
D768053,U332,2023-10-15,75.85,General,Online,FALSE
D215434,U670,2023-10-15,50.95,General,Check,TRUE
D644730,U461,2023-10-15,108.09,General,Online,TRUE
D155040,U731,2023-10-15,111.76,Missions,Check,TRUE
D381950,U569,2023-10-15,80.04,Building,Check,FALSE
D285140,U403,2023-10-15,154.87,General,Check,FALSE
D876001,U759,2023-10-15,367.57,General,Online,TRUE
D209580,U998,2023-10-15,154.14,Missions,Online,FALSE
D944841,U432,2023-10-15,145.86,General,Online,FALSE
D457129,U251,2023-10-15,360.12,General,Check,FALSE
D178606,U170,2023-10-15,118.78,General,Online,FALSE
D688262,U915,2023-10-15,143.97,General,Check,TRUE
D238787,U151,2023-10-15,153.89,General,Online,TRUE
D354468,U918,2023-10-15,36.59,General,Online,TRUE
D713231,U344,2023-10-15,248.51,Building,Online,TRUE
D784991,U190,2023-10-15,183.34,General,Online,TRUE
D620621,U325,2023-10-15,173.25,General,Cash,FALSE
D627956,U628,2023-10-15,40.96,Missions,Online,FALSE
D335847,U127,2023-10-15,139.03,Benevolence,Cash,FALSE
D523522,U771,2023-10-15,55.86,General,Online,FALSE
D677120,U585,2023-10-15,155.46,General,Online,FALSE
D124250,U405,2023-10-15,70.8,General,Online,FALSE
D452602,U206,2023-10-15,95.35,Building,Check,TRUE
D521598,U418,2023-10-15,52.41,General,Cash,TRUE
D467285,U989,2023-10-15,91.94,General,Online,FALSE
D599308,U785,2023-10-15,48.37,General,Online,TRUE
D247933,U586,2023-10-15,72.91,General,Online,TRUE
D249160,U842,2023-10-22,102.82,General,Online,FALSE
D326860,U842,2023-10-22,128.79,General,Cash,FALSE
D214220,U274,2023-10-22,206.42,Benevolence,Check,TRUE
D334040,U106,2023-10-22,193.38,Building,Online,TRUE
D776183,U436,2023-10-22,108.71,Building,Online,FALSE
D498309,U148,2023-10-22,142.97,General,Online,TRUE
D355589,U435,2023-10-22,142.67,General,Online,TRUE
D734832,U290,2023-10-22,75.02,General,Check,TRUE
D163642,U665,2023-10-22,501,General,Online,FALSE
D271512,U222,2023-10-22,136.05,General,Online,TRUE
D436724,U445,2023-10-22,160.14,Missions,Check,FALSE
D617459,U335,2023-10-22,53.98,Missions,Online,TRUE
D132557,U355,2023-10-22,104.14,General,Cash,TRUE
D630283,U785,2023-10-22,107.81,General,Check,TRUE
D667508,U434,2023-10-22,194.74,General,Cash,FALSE
D576682,U669,2023-10-22,161.11,General,Online,TRUE
D635733,U818,2023-10-22,106.11,General,Online,FALSE
D787963,U724,2023-10-22,160.26,General,Online,TRUE
D468496,U154,2023-10-22,150.75,Building,Online,FALSE
D418595,U826,2023-10-22,224.41,General,Online,TRUE
D469102,U462,2023-10-22,237.13,Missions,Online,FALSE
D256453,U192,2023-10-22,162.5,General,Online,FALSE
D671829,U120,2023-10-22,60.15,Missions,Check,TRUE
D605471,U428,2023-10-22,99.67,General,Online,TRUE
D272042,U238,2023-10-22,96.32,Missions,Check,TRUE
D121475,U828,2023-10-22,300.75,General,Check,TRUE
D180677,U165,2023-10-22,105.7,Building,Check,TRUE
D869967,U723,2023-10-22,81.2,Missions,Check,FALSE
D671867,U328,2023-10-22,392.74,Benevolence,Check,FALSE
D147323,U278,2023-10-22,307.69,General,Check,FALSE
D511251,U406,2023-10-22,112.08,General,Online,TRUE
D665030,U712,2023-10-22,163.03,Benevolence,Online,TRUE
D254574,U183,2023-10-22,60.53,Building,Online,TRUE
D713089,U418,2023-10-22,170.47,Missions,Check,FALSE
D421539,U503,2023-10-22,85.59,Building,Online,TRUE
D476316,U185,2023-10-22,110.05,Building,Online,FALSE
D912290,U270,2023-10-22,72.61,General,Online,FALSE
D980151,U423,2023-10-22,33.46,General,Check,TRUE
D145819,U344,2023-10-22,51.83,General,Check,TRUE
D647047,U471,2023-10-22,198.92,Building,Online,TRUE
D180956,U298,2023-10-22,53.4,General,Online,FALSE
D917751,U659,2023-10-22,83.81,General,Online,TRUE
D665391,U846,2023-10-22,67.63,General,Online,TRUE
D306237,U792,2023-10-22,110.01,General,Online,FALSE
D545016,U518,2023-10-22,171.33,General,Check,FALSE
D527204,U818,2023-10-22,97.9,General,Online,TRUE
D775438,U445,2023-10-22,67.48,General,Online,FALSE
D437015,U146,2023-10-22,171.37,General,Online,FALSE
D603742,U545,2023-10-22,128.52,General,Online,TRUE
D484706,U564,2023-10-22,283.69,General,Cash,TRUE
D836059,U364,2023-10-22,113.86,Building,Online,FALSE
D876876,U902,2023-10-22,219.69,General,Cash,TRUE
D932692,U933,2023-10-22,95.44,Missions,Online,FALSE
D437379,U594,2023-10-22,210.3,General,Online,FALSE
D688609,U150,2023-10-22,127.74,General,Online,TRUE
D835472,U348,2023-10-22,87.06,General,Online,TRUE
D457036,U577,2023-10-22,125.21,General,Cash,TRUE
D952907,U895,2023-10-29,193.82,General,Cash,TRUE
D525627,U200,2023-10-29,204.41,Missions,Online,TRUE
D684067,U421,2023-10-29,103.16,General,Cash,FALSE
D997966,U259,2023-10-29,85.71,Missions,Online,TRUE
D611699,U540,2023-10-29,16.93,General,Check,TRUE
D632605,U374,2023-10-29,180.51,General,Online,FALSE
D735319,U553,2023-10-29,68.74,General,Online,TRUE
D637898,U273,2023-10-29,336.38,Missions,Online,TRUE
D139877,U425,2023-10-29,104.29,General,Online,TRUE
D817801,U136,2023-10-29,129.15,Building,Online,FALSE
D433871,U554,2023-10-29,212.55,Benevolence,Online,FALSE
D328923,U190,2023-10-29,80.52,Building,Online,TRUE
D475622,U315,2023-10-29,156.52,Missions,Online,TRUE
D491847,U952,2023-10-29,243.95,General,Check,FALSE
D821801,U932,2023-10-29,137.03,General,Online,TRUE
D812921,U323,2023-10-29,358.7,General,Online,FALSE
D508897,U831,2023-10-29,93.73,General,Online,FALSE
D200560,U929,2023-10-29,199.2,General,Online,FALSE
D877318,U860,2023-10-29,185.28,Building,Online,FALSE
D751226,U463,2023-10-29,137.22,Missions,Online,FALSE
D226418,U977,2023-10-29,261.85,Missions,Online,FALSE
D425151,U622,2023-10-29,110.22,Missions,Online,FALSE
D494438,U428,2023-10-29,108.82,General,Online,FALSE
D577783,U252,2023-10-29,129.89,General,Online,FALSE
D517885,U487,2023-10-29,180.84,General,Online,TRUE
D802356,U637,2023-10-29,70.44,Benevolence,Online,FALSE
D635964,U998,2023-10-29,56.66,General,Online,FALSE
D711072,U329,2023-10-29,65.76,Building,Online,FALSE
D525268,U943,2023-10-29,88.4,General,Check,TRUE
D298837,U485,2023-10-29,201.57,General,Check,FALSE
D666856,U179,2023-10-29,151.42,Benevolence,Online,TRUE
D852298,U750,2023-10-29,125.41,General,Online,TRUE
D941435,U691,2023-10-29,194.8,Building,Online,FALSE
D568407,U489,2023-10-29,229.23,General,Online,FALSE
D196278,U919,2023-10-29,46.77,Missions,Online,TRUE
D429832,U546,2023-10-29,111.57,Building,Online,FALSE
D216266,U397,2023-10-29,105.74,General,Online,FALSE
D327203,U651,2023-10-29,261.18,General,Check,FALSE
D302867,U394,2023-10-29,94.73,Building,Online,TRUE
D308725,U699,2023-10-29,130.57,Missions,Check,TRUE
D161804,U309,2023-10-29,237.65,Missions,Online,TRUE
D990927,U537,2023-10-29,284.21,General,Online,TRUE
D840225,U588,2023-10-29,191.34,General,Online,FALSE
D845625,U897,2023-10-29,116.36,General,Check,TRUE
D275631,U314,2023-10-29,147.81,General,Online,FALSE
D593708,U336,2023-10-29,34.19,General,Online,TRUE
D344076,U830,2023-10-29,52.39,Building,Online,TRUE
D136157,U702,2023-10-29,44.37,General,Check,FALSE
D133794,U118,2023-10-29,226.3,General,Check,TRUE
D697925,U299,2023-10-29,193.27,Missions,Online,TRUE
D438297,U554,2023-10-29,233.06,General,Check,TRUE
D916904,U326,2023-10-29,187.05,Missions,Online,FALSE
D623202,U745,2023-10-29,106.9,General,Check,FALSE
D747735,U711,2023-10-29,162.34,General,Check,FALSE
D747571,U689,2023-10-29,177.09,General,Online,FALSE
D608494,U306,2023-10-29,255.77,General,Cash,FALSE
D470621,U899,2023-10-29,75.59,Building,Check,TRUE
D458291,U748,2023-10-29,148.19,General,Online,TRUE
D767107,U181,2023-10-29,54.82,General,Check,FALSE
D635528,U193,2023-11-05,129.02,General,Online,FALSE
D923277,U806,2023-11-05,69.4,Missions,Check,FALSE
D320254,U379,2023-11-05,35.71,Building,Online,TRUE
D176555,U906,2023-11-05,70.17,General,Cash,TRUE
D144528,U666,2023-11-05,49.54,General,Online,TRUE
D798866,U817,2023-11-05,58.36,General,Online,FALSE
D642161,U704,2023-11-05,77.62,General,Online,TRUE
D192056,U101,2023-11-05,193.13,General,Check,TRUE
D480738,U148,2023-11-05,93.48,Missions,Online,TRUE
D495196,U785,2023-11-05,90.65,General,Online,TRUE
D309783,U998,2023-11-05,61.33,General,Online,TRUE
D676307,U254,2023-11-05,109.73,General,Online,TRUE
D752735,U829,2023-11-05,213.01,Building,Check,FALSE
D292855,U755,2023-11-05,191.45,General,Online,FALSE
D765940,U971,2023-11-05,188.76,Benevolence,Online,TRUE
D285512,U555,2023-11-05,157.57,General,Online,FALSE
D877348,U421,2023-11-05,58.74,General,Check,FALSE
D332613,U821,2023-11-05,140.62,Benevolence,Online,TRUE
D965065,U170,2023-11-05,83.29,General,Online,TRUE
D145502,U850,2023-11-05,107.37,General,Check,TRUE
D917459,U898,2023-11-05,242.02,Missions,Online,FALSE
D177957,U731,2023-11-05,125.9,Building,Online,TRUE
D807196,U119,2023-11-05,151.83,Missions,Online,FALSE
D937337,U665,2023-11-05,157.86,General,Check,TRUE
D646794,U152,2023-11-05,165.18,General,Check,TRUE
D794117,U594,2023-11-05,63.01,General,Online,TRUE
D615933,U559,2023-11-05,151.11,Benevolence,Online,TRUE
D662711,U144,2023-11-05,198.45,Missions,Check,FALSE
D184283,U616,2023-11-05,67.04,General,Online,FALSE
D180042,U365,2023-11-05,87.92,General,Online,FALSE
D381072,U576,2023-11-05,34.99,General,Check,FALSE
D280858,U487,2023-11-05,141.55,General,Check,TRUE
D430820,U379,2023-11-05,111.08,General,Online,FALSE
D293289,U967,2023-11-05,60.94,General,Online,FALSE
D706124,U767,2023-11-05,90.95,General,Check,TRUE
D909155,U678,2023-11-05,50.87,Benevolence,Online,TRUE
D199958,U580,2023-11-05,204.48,General,Check,FALSE
D610502,U865,2023-11-05,75.77,General,Online,TRUE
D285702,U709,2023-11-05,164.95,General,Online,TRUE
D511248,U118,2023-11-05,102.37,Missions,Online,FALSE
D236813,U110,2023-11-05,156.01,Building,Check,TRUE
D370465,U107,2023-11-05,81.6,Building,Cash,TRUE
D834348,U665,2023-11-05,204.92,Building,Online,TRUE
D627474,U586,2023-11-05,113.76,General,Check,FALSE
D530871,U106,2023-11-05,158.3,General,Check,FALSE
D221952,U371,2023-11-05,159.26,Building,Check,TRUE
D286003,U490,2023-11-05,187.81,General,Online,TRUE
D993918,U505,2023-11-05,125.17,General,Online,FALSE
D902809,U954,2023-11-05,155.15,Benevolence,Cash,FALSE
D914697,U756,2023-11-05,85.9,General,Online,FALSE
D628332,U938,2023-11-05,32.57,Building,Check,FALSE
D871997,U562,2023-11-05,210.44,General,Check,FALSE
D264303,U973,2023-11-05,125.18,General,Online,TRUE
D877698,U910,2023-11-05,73.85,General,Online,TRUE
D308710,U173,2023-11-05,69.26,Benevolence,Online,TRUE
D108867,U101,2023-11-05,115.67,General,Online,FALSE
D179874,U143,2023-11-12,91.01,General,Online,TRUE
D272056,U396,2023-11-12,268.11,Missions,Online,FALSE
D480819,U346,2023-11-12,54.36,General,Online,TRUE
D567172,U178,2023-11-12,192.87,General,Online,FALSE
D667820,U274,2023-11-12,232.98,Building,Online,TRUE
D154397,U516,2023-11-12,60.66,General,Check,FALSE
D853171,U867,2023-11-12,319.93,Missions,Check,FALSE
D965903,U555,2023-11-12,189.77,Missions,Online,FALSE
D652015,U137,2023-11-12,269.92,General,Check,FALSE
D142190,U660,2023-11-12,173.6,Missions,Cash,TRUE
D185648,U118,2023-11-12,116.18,General,Online,TRUE
D641055,U717,2023-11-12,232.91,General,Online,TRUE
D912392,U614,2023-11-12,113.18,General,Check,FALSE
D326579,U603,2023-11-12,178.27,General,Cash,TRUE
D130113,U981,2023-11-12,117.32,General,Cash,FALSE
D506784,U790,2023-11-12,341.36,General,Online,TRUE
D313818,U972,2023-11-12,97.66,General,Cash,TRUE
D350832,U269,2023-11-12,82.49,General,Online,TRUE
D810014,U755,2023-11-12,145.48,Building,Check,FALSE
D151101,U526,2023-11-12,193.04,Building,Online,FALSE
D284920,U206,2023-11-12,126.05,Missions,Check,FALSE
D427493,U853,2023-11-12,243.78,General,Cash,TRUE
D973420,U524,2023-11-12,57.33,General,Check,FALSE
D627038,U999,2023-11-12,141.76,Building,Check,FALSE
D998314,U645,2023-11-12,82.19,Benevolence,Check,TRUE
D246297,U657,2023-11-12,84.98,General,Online,TRUE
D535452,U291,2023-11-12,42.33,General,Online,FALSE
D501514,U854,2023-11-12,106.31,Building,Online,FALSE
D276437,U968,2023-11-12,96.44,General,Online,FALSE
D697137,U445,2023-11-12,173.87,General,Online,TRUE
D557040,U300,2023-11-12,195.1,General,Online,FALSE
D439416,U408,2023-11-12,379.77,General,Online,FALSE
D681275,U361,2023-11-12,142.45,General,Online,FALSE
D897954,U419,2023-11-12,138.17,Building,Online,FALSE
D273984,U255,2023-11-12,256.82,General,Online,FALSE
D449032,U168,2023-11-12,97.89,Missions,Online,FALSE
D290706,U716,2023-11-12,75.57,General,Online,FALSE
D162836,U933,2023-11-12,244.06,General,Online,TRUE
D728617,U939,2023-11-12,143.38,General,Online,TRUE
D305430,U937,2023-11-12,45.19,Building,Check,TRUE
D573716,U722,2023-11-12,176.27,Building,Check,FALSE
D753780,U116,2023-11-12,132.64,General,Online,TRUE
D857018,U467,2023-11-12,65.4,Benevolence,Check,FALSE
D711618,U858,2023-11-12,151.19,Benevolence,Online,TRUE
D473296,U771,2023-11-12,60.11,General,Online,FALSE
D170650,U600,2023-11-12,41.14,General,Online,TRUE
D310031,U961,2023-11-12,49.47,Benevolence,Online,FALSE
D821270,U942,2023-11-12,432.9,General,Online,TRUE
D315970,U513,2023-11-12,158.71,General,Online,TRUE
D677029,U621,2023-11-12,62.27,General,Online,TRUE
D655910,U729,2023-11-12,61.58,Building,Online,FALSE
D220834,U287,2023-11-12,116.46,Missions,Check,FALSE
D832583,U728,2023-11-12,437.13,Building,Check,TRUE
D395596,U565,2023-11-12,192.82,Building,Cash,FALSE
D831185,U125,2023-11-12,163.67,General,Check,FALSE
D224688,U557,2023-11-12,99.86,Building,Online,TRUE
D749205,U547,2023-11-19,90.88,Building,Check,TRUE
D606675,U332,2023-11-19,201.03,Building,Check,FALSE
D351658,U639,2023-11-19,266.23,Missions,Check,FALSE
D226480,U326,2023-11-19,74.99,Missions,Online,FALSE
D141476,U574,2023-11-19,69.87,General,Online,TRUE
D131612,U707,2023-11-19,74.77,General,Cash,FALSE
D932380,U895,2023-11-19,38.31,General,Online,FALSE
D406761,U152,2023-11-19,104.33,Missions,Check,FALSE
D725903,U326,2023-11-19,44.71,General,Online,TRUE
D248948,U340,2023-11-19,247.85,Missions,Online,TRUE
D344101,U133,2023-11-19,155.43,Building,Check,TRUE
D899772,U385,2023-11-19,97.42,General,Online,FALSE
D773439,U734,2023-11-19,65.81,Missions,Online,FALSE
D387957,U109,2023-11-19,180.24,General,Online,FALSE
D705093,U651,2023-11-19,161.85,Building,Online,FALSE
D781556,U244,2023-11-19,102.31,General,Check,FALSE
D285439,U896,2023-11-19,306.74,General,Check,TRUE
D165234,U791,2023-11-19,41.48,General,Check,FALSE
D183255,U944,2023-11-19,118.75,General,Online,TRUE
D420861,U288,2023-11-19,135.74,Missions,Online,TRUE
D878430,U843,2023-11-19,172.64,General,Online,FALSE
D680081,U215,2023-11-19,64.03,General,Online,TRUE
D899383,U278,2023-11-19,210.1,Missions,Check,TRUE
D815710,U270,2023-11-19,91.89,General,Online,TRUE
D327914,U483,2023-11-19,190.62,Missions,Online,TRUE
D729179,U859,2023-11-19,89.82,Building,Check,FALSE
D603078,U770,2023-11-19,62.12,General,Check,FALSE
D299236,U988,2023-11-19,56.11,Building,Online,TRUE
D522771,U320,2023-11-19,241.64,Building,Online,FALSE
D153373,U641,2023-11-19,122.34,General,Cash,TRUE
D932549,U766,2023-11-19,55.87,Building,Check,FALSE
D580403,U506,2023-11-19,111.1,General,Online,FALSE
D589532,U569,2023-11-19,75.34,Building,Check,TRUE
D199319,U983,2023-11-19,53.36,Missions,Cash,TRUE
D584856,U166,2023-11-19,143.41,General,Online,FALSE
D579798,U107,2023-11-19,83.07,General,Online,FALSE
D912675,U225,2023-11-19,71.9,General,Online,TRUE
D368204,U848,2023-11-19,245.84,General,Online,TRUE
D170139,U731,2023-11-19,134.11,Building,Online,FALSE
D315955,U981,2023-11-19,152.86,Missions,Online,FALSE
